2026-09-07T15:05:28Z
  PID  PPID     ELAPSED  %CPU COMM
22666 22623       30:11   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
52370 52332       13:10   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
56637 56603    01:30:56   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
56700 56681    01:30:54   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
57572 57472    01:29:51   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
57640 57638    02:45:30   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
61559 61502    05:16:45   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
62829 60030       06:39   0.0 /Users/dave/.codex/worktrees/653a/dataflowbench/target/debug/dataflowbench
72623 72583    05:06:44   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
74442 74336    01:23:26   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
75910 62829       00:04  99.7 /Users/dave/.cache/dataflowbench-tools/bifrost-v0.11.0/bifrost-v0.11.0-universal-apple-darwin/bifrost
78684 78564    01:21:31   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
93457 93354    01:09:59   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
93953 93840    01:08:31   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
94445 94351    01:08:01   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
94912 94820    01:07:30   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
95617 95539    01:07:05   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
96648 96406    01:06:02   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
2026-09-07T15:07:58Z
  PID  PPID     ELAPSED  %CPU COMM
 3416  3393    08:09:46   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
 8146  8056    03:03:28   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
 8801  8720    03:03:11   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
10088 10011    03:01:28   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
10508 10399    03:01:21   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
22175 22156       31:34   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
22666 22623       30:26   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
52370 52332       13:25   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
56637 56603    01:31:11   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
56700 56681    01:31:09   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
57572 57472    01:30:06   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
57640 57638    02:45:45   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
61559 61502    05:17:00   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
62829 60030       06:54   0.0 /Users/dave/.codex/worktrees/653a/dataflowbench/target/debug/dataflowbench
72623 72583    05:06:59   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
74442 74336    01:23:41   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
76013 62829       00:06  99.5 /Users/dave/.cache/dataflowbench-tools/bifrost-v0.11.0/bifrost-v0.11.0-universal-apple-darwin/bifrost
78684 78564    01:21:46   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
93457 93354    01:10:14   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
93953 93840    01:08:46   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
94445 94351    01:08:16   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
94912 94820    01:07:45   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
95617 95539    01:07:20   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
96648 96406    01:06:17   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
2026-09-07T15:08:13Z
  PID  PPID     ELAPSED  %CPU COMM
 3416  3393    08:10:01   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
 8146  8056    03:03:43   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
 8801  8720    03:03:26   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
10088 10011    03:01:43   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
10508 10399    03:01:36   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
22175 22156       31:49   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
22666 22623       30:41   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
52370 52332       13:40   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
56637 56603    01:31:26   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
56700 56681    01:31:24   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
57572 57472    01:30:21   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
57640 57638    02:46:00   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
61559 61502    05:17:15   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
62829 60030       07:09   0.0 /Users/dave/.codex/worktrees/653a/dataflowbench/target/debug/dataflowbench
72623 72583    05:07:14   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
74442 74336    01:23:56   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
76097 62829       00:08  99.6 /Users/dave/.cache/dataflowbench-tools/bifrost-v0.11.0/bifrost-v0.11.0-universal-apple-darwin/bifrost
78684 78564    01:22:01   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
93457 93354    01:10:29   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
93953 93840    01:09:01   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
94445 94351    01:08:31   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
94912 94820    01:08:00   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
95617 95539    01:07:35   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
96648 96406    01:06:32   0.0 /Users/dave/Library/Caches/bifrost-agent/binaries/0.11.0/darwin-arm64/bifrost
